name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ninghai, Ningbo, China",2020-01-11,51.8,44.5,47.1,51.8,39.7,43.5,45.9,95.6,0.385,100,29.17,rain,0,0,20.1,11.2,335.7,1019.8,70.7,3,10.5,0.8,1,,2020-01-11T06:50:38,2020-01-11T17:12:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03"
"Ninghai, Ningbo, China",2020-01-12,48.2,35.6,42.7,43.4,30,38.2,35.3,76.1,0.072,100,8.33,rain,0,0,26.6,13.4,322.8,1023.3,45.6,3.3,122.3,10.5,5,,2020-01-12T06:50:37,2020-01-12T17:13:14,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03"
"Ninghai, Ningbo, China",2020-01-13,50,33.8,41.7,50,29.7,40.7,34.2,76.4,0,0,0,,0,0,12.8,6.7,239.8,1024,36,2.6,113,9.9,5,,2020-01-13T06:50:34,2020-01-13T17:14:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03"
"Ninghai, Ningbo, China",2020-01-14,50,35.7,44.7,45.6,31.8,41.2,35.2,69.6,0.004,100,4.17,rain,0,0,26.6,11.2,331.5,1025,28.4,2.4,101,8.6,4,,2020-01-14T06:50:30,2020-01-14T17:14:54,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03"
"Ninghai, Ningbo, China",2020-01-15,44.6,35.6,41.4,44.6,30,40.5,38.8,90.4,0.288,100,16.67,rain,0,0,18.7,6.7,302.4,1026.4,36.9,1.7,22.4,1.9,1,,2020-01-15T06:50:24,2020-01-15T17:15:44,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-16,50,44.6,46.6,47.3,39.8,44.1,45.8,97.3,0.56,100,20.83,rain,0,0,20.9,8.9,341.5,1023,70.6,2,13.8,1.1,1,,2020-01-16T06:50:16,2020-01-16T17:16:35,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-17,44.6,41,43,40.8,35.3,37.8,39.1,85.9,0.064,100,8.33,rain,0,0,25.1,11.2,328.3,1026,77.7,4.5,62.4,5.4,3,,2020-01-17T06:50:06,2020-01-17T17:17:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-18,41,39.2,40.8,41,35.2,37.4,32.8,73.2,0,0,0,,0,0,19.9,9,329.6,1026,93.1,3.9,82.2,7.2,3,,2020-01-18T06:49:55,2020-01-18T17:18:18,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-19,48.2,35.6,41.8,46.4,35.6,40.3,33.5,73.1,0.008,100,8.33,rain,0,0,18.3,8.9,329.1,1024.8,31.2,3.1,118.4,10.1,5,,2020-01-19T06:49:42,2020-01-19T17:19:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-20,53.6,32,42.5,53.6,32,42.1,33.4,74,0,0,0,,0,0,15.7,11.2,357.9,1026.1,4.6,3.4,168.9,14.5,6,,2020-01-20T06:49:28,2020-01-20T17:20:01,0.83,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-21,55.4,33.8,46,55.4,33.8,45.9,37.9,75.3,0.012,100,8.33,rain,0,0,21.5,13.4,163.8,1025.8,18.8,2.9,93.7,8.2,5,,2020-01-21T06:49:12,2020-01-21T17:20:53,0.87,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-22,57.3,48.2,52.3,57.3,45.1,51.6,46.6,81.7,0.228,100,16.67,rain,0,0,22.3,11.2,27.1,1020,21.5,2.7,119.1,10.4,6,,2020-01-22T06:48:54,2020-01-22T17:21:46,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-23,53.6,48.2,49.8,53.6,44.1,48.1,47,90.3,0.029,100,12.5,rain,0,0,22.2,9.1,0.7,1022.8,76,3.4,55.9,4.9,2,,2020-01-23T06:48:35,2020-01-23T17:22:38,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-24,50,46.4,48.7,48.5,43,46.1,47.4,95.4,0.532,100,20.83,rain,0,0,22.3,8.9,348.4,1026.8,72.9,2.5,29.4,2.6,1,,2020-01-24T06:48:14,2020-01-24T17:23:30,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-25,48.3,46.4,46.6,45.2,41.2,43.4,45.1,94.5,0.993,100,29.17,rain,0,0,21.9,11,328.1,1025.7,72.9,3.9,10.8,0.9,1,,2020-01-25T06:47:51,2020-01-25T17:24:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-26,50.1,46.4,48,50.1,43.4,45.9,46.6,95.1,1.431,100,29.17,rain,0,0,29.5,13.4,336.4,1019.4,72.1,4.6,10.3,0.8,0,,2020-01-26T06:47:27,2020-01-26T17:25:15,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-01-27,46.4,41,43.3,39.9,33.7,36.9,39.6,86.6,0.22,100,16.67,rain,0,0,30.1,15.7,321,1019.6,79.3,5.5,61.5,5.4,3,,2020-01-27T06:47:02,2020-01-27T17:26:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-28,48.2,41,42.8,43.4,34.4,37.8,35.7,76.2,0.002,100,4.17,rain,0,0,26.6,13.4,322.4,1022.8,68.7,4.8,140.9,12,6,,2020-01-28T06:46:35,2020-01-28T17:26:59,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-29,50,39.2,43.7,44,33.1,39,30.4,59.9,0,0,0,,0,0,32,19.9,311.5,1023.3,22.4,4.8,154.2,13.4,6,,2020-01-29T06:46:06,2020-01-29T17:27:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-30,48.2,41,44.4,42.8,35.9,39.6,30.6,58.9,0,0,0,,0,0,38,22.4,321.3,1022.8,29.2,3.8,151,13,5,,2020-01-30T06:45:36,2020-01-30T17:28:43,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-01-31,51.8,33.8,41.8,51.8,29.7,39.3,26,56.9,0,0,0,,0,0,27.1,13.4,324.9,1025.8,0,4.6,192.1,16.6,7,,2020-01-31T06:45:04,2020-01-31T17:29:35,0.2,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-01,55.4,30.2,41.7,55.4,30.2,41.4,28.6,65.2,0,0,0,,0,0,20.3,8.9,54.1,1027.5,0.3,5,190.6,16.4,7,,2020-02-01T06:44:31,2020-02-01T17:30:27,0.24,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-02,57.2,37.4,47.5,57.2,33.9,46.7,37.7,70.5,0.028,100,8.33,rain,0,0,17,8.9,154.8,1025.7,55.2,6.2,163.3,14,7,,2020-02-02T06:43:56,2020-02-02T17:31:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-03,53.6,46.4,49,53.6,45.1,48.3,42.4,79,0.027,100,8.33,rain,0,0,20.8,11.3,12,1027,59.5,4.3,104.8,9,5,,2020-02-03T06:43:20,2020-02-03T17:32:10,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-04,50,44.6,47.6,50,44.6,47.3,42.8,83.6,0.02,100,8.33,rain,0,0,19.2,4.7,351.6,1025.9,63.9,3.9,53,4.5,2,,2020-02-04T06:42:43,2020-02-04T17:33:01,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-05,55.4,39.1,47.5,55.4,39.1,46.5,38.6,73.3,0,0,0,,0,0,23,11.2,35.4,1028.9,41.3,5.7,178.5,15.4,6,,2020-02-05T06:42:04,2020-02-05T17:33:51,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-06,48.2,41,44.4,46.4,36.5,42,37.5,77.4,1.276,100,20.83,rain,0,0,23,11.2,70.5,1029.3,63.3,5.7,34.6,2.9,1,,2020-02-06T06:41:24,2020-02-06T17:34:42,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-07,46.4,41,44.2,44.3,36.4,41.3,42,91.9,0.285,100,25,rain,0,0,20.2,6.8,338.3,1028.1,70,4.6,26.1,2.2,1,,2020-02-07T06:40:42,2020-02-07T17:35:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-08,48.2,37.5,44.3,45.1,33.9,41.2,38.8,81.3,0,0,0,,0,0,21.7,8.9,331.5,1030.9,62.1,4.8,95.6,8.3,4,,2020-02-08T06:39:59,2020-02-08T17:36:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-09,53.6,39.2,45.6,53.6,39.2,45,36.8,73.3,0,0,0,,0,0,17.4,8.9,358.6,1030.3,31.8,4.3,180.8,15.6,7,,2020-02-09T06:39:15,2020-02-09T17:37:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-10,62.6,33.8,47.9,62.6,31.8,47.5,32.4,62,0.001,100,4.17,rain,0,0,18.6,15.7,170.2,1025.9,36.5,5.3,198.9,17.2,7,,2020-02-10T06:38:30,2020-02-10T17:38:00,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-11,51.9,46.4,49.9,51.9,46.4,49.5,48.6,95.7,0.702,100,33.33,rain,0,0,17.2,6.7,165.5,1022.2,70.2,2.7,23.1,2.1,1,,2020-02-11T06:37:43,2020-02-11T17:38:49,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-12,59,51.8,55.2,59,51.8,55.2,53,92.7,0.488,100,20.83,rain,0,0,15.9,8.9,37.4,1018.4,72.4,2.9,63.5,5.4,3,,2020-02-12T06:36:55,2020-02-12T17:39:38,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-13,59,53.6,56.3,59,53.6,56.3,55,95.3,0.178,100,8.33,rain,0,0,19,8.9,146.5,1017.2,74.3,3.7,90.8,7.8,4,,2020-02-13T06:36:06,2020-02-13T17:40:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-14,66.2,55.4,59.5,66.2,55.4,59.5,57.3,92.9,0.091,100,8.33,rain,0,0,18.8,11.2,143.7,1015.6,72,4.4,110,9.4,5,,2020-02-14T06:35:16,2020-02-14T17:41:14,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-15,60.8,39.2,52.4,60.8,30,49.8,50.1,92.1,0.406,100,16.67,rain,0,0,34.8,17.9,337.3,1019.4,73.9,4.3,63.7,5.4,4,,2020-02-15T06:34:24,2020-02-15T17:42:01,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-16,41,35.6,37.8,33.6,24.7,29.1,26.6,65.5,0.083,100,8.33,"rain,snow",0,0,37.4,20.1,322.5,1027.3,52.6,6,96.5,8.4,5,,2020-02-16T06:33:32,2020-02-16T17:42:48,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-17,50,33.9,42.3,44,26.7,35.9,20.2,42.9,0,0,0,,0,0,36.3,22.4,315.7,1030.6,9,6.3,218.6,18.9,8,,2020-02-17T06:32:38,2020-02-17T17:43:34,0.77,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-18,53.5,32,41.2,53.5,32,39.6,25.1,56.3,0,0,0,,0,0,35.8,11.2,3.7,1031.5,0.2,6.3,222.1,19.1,8,,2020-02-18T06:31:44,2020-02-18T17:44:21,0.81,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-19,57.1,32,44.3,57.1,29.7,43.4,32.9,66.5,0,0,0,,0,0,19.9,8.9,153.6,1027.9,46.2,6.3,188.4,16.1,7,,2020-02-19T06:30:48,2020-02-19T17:45:06,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-20,62.5,41,50.8,62.5,40.2,50.1,41.1,71.6,0,0,0,,0,0,19.2,11.2,109.9,1030.2,15.8,6.3,215,18.5,8,,2020-02-20T06:29:52,2020-02-20T17:45:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-21,69.8,41,55,69.8,38.1,54.4,42.4,66.5,0.003,100,4.17,rain,0,0,20.7,11.2,159.7,1028.9,34.6,6.2,198.7,17.1,8,,2020-02-21T06:28:54,2020-02-21T17:46:37,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-22,64.4,46.4,56,64.4,44.4,55.8,39.1,55.9,0.006,100,4.17,rain,0,0,21.4,11.2,339.7,1031.5,27.3,5.8,219.4,18.9,8,,2020-02-22T06:27:56,2020-02-22T17:47:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-23,62.6,39.2,50.8,62.6,38.1,50.6,41.7,72.4,0,0,0,,0,0,21.9,13.4,157.9,1029.2,0,3.7,215,18.5,8,,2020-02-23T06:26:57,2020-02-23T17:48:06,0,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-02-24,75.2,48.2,61.5,75.2,48.2,61.3,49.6,66.8,0,0,0,,0,0,27.3,15.7,172.4,1020.2,20.1,5.2,207.5,17.8,7,,2020-02-24T06:25:56,2020-02-24T17:48:49,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-25,82.4,55.4,69.3,82.1,55.4,69.2,56.5,66.7,0.004,100,4.17,rain,0,0,22.9,13.4,191.7,1016,45.8,5.7,173.1,14.8,7,,2020-02-25T06:24:55,2020-02-25T17:49:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-26,55.4,49.9,51,55.4,46.4,49.7,47.2,86.8,0.204,100,12.5,rain,0,0,23.4,9,25.6,1024.3,64.5,4.6,35.8,3.1,2,,2020-02-26T06:23:54,2020-02-26T17:50:16,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-27,53.6,46.4,50.4,53.6,42,48.7,43.1,76.1,0,0,0,,0,0,19.4,9.1,43,1027.1,82.1,5.2,112.5,9.6,5,,2020-02-27T06:22:51,2020-02-27T17:50:59,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-28,60.8,46.4,54.4,60.8,42.9,53.4,47.3,77.4,0,0,0,,0,0,24.2,13.4,160.4,1018.4,56.3,5.3,130.8,11.4,4,,2020-02-28T06:21:48,2020-02-28T17:51:41,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-02-29,55.4,50,52.1,55.4,48.5,52,48.4,87.3,0.077,100,8.33,rain,0,0,17.9,6.7,19.1,1016.8,66.6,2.7,104.1,9.1,5,,2020-02-29T06:20:44,2020-02-29T17:52:23,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-01,53.4,49.8,50.7,53.4,47.1,49.7,48.2,91.2,0.664,100,25,rain,0,0,24.2,11.2,346.1,1019.4,68,3.6,29.9,2.5,2,,2020-03-01T06:19:39,2020-03-01T17:53:04,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-02,51.8,48.1,49.2,51.8,44.2,47.1,41.7,75.3,0.033,100,12.5,rain,0,0,24.2,8.9,19.4,1025.5,83.5,6.1,92.9,7.8,4,,2020-03-02T06:18:33,2020-03-02T17:53:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-03,51.8,46.3,48,51.8,44.2,47.2,43.6,85.1,0.178,100,12.5,rain,0,0,16.2,6.7,24.9,1024,86.2,4.8,44,3.8,2,,2020-03-03T06:17:27,2020-03-03T17:54:27,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-04,50,46.4,47.7,48.5,43,45.4,41.2,79,0.15,100,8.33,rain,0,0,23.5,6.7,359.9,1026.8,47.5,4.7,50.7,4.4,3,,2020-03-04T06:16:21,2020-03-04T17:55:07,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-05,51.8,39.2,46.5,51.8,36,44.3,31.5,57.9,0,0,0,,0,0,20.7,8.9,19.2,1027.4,33,6.2,223.8,19.4,8,,2020-03-05T06:15:14,2020-03-05T17:55:47,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-03-06,59,37.4,48.7,59,33.9,47.8,40.3,74.1,0.108,100,12.5,rain,0,0,23.7,13.4,170,1019.5,45.8,6,203.3,17.8,8,,2020-03-06T06:14:06,2020-03-06T17:56:27,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-07,62.6,51.8,55.9,62.6,51.8,55.9,50.5,82.8,0.037,100,8.33,rain,0,0,17.7,11.2,337,1015.6,56.9,4.4,114.6,9.9,5,,2020-03-07T06:12:58,2020-03-07T17:57:07,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-08,59,48.2,54,59,48.2,53.7,49.1,84.1,0.008,100,4.17,rain,0,0,21.7,11.2,146.9,1015.5,49.6,5.1,63.1,5.5,2,,2020-03-08T06:11:49,2020-03-08T17:57:46,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2020-03-09,62.6,53.6,57.1,62.6,53.6,57.1,53.4,87.7,0.817,100,29.17,rain,0,0,29.7,17.9,311.7,1007.5,78.6,4.6,60.7,5.3,3,,2020-03-09T06:10:40,2020-03-09T17:58:25,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2020-03-10,55.4,46.4,53,55.4,45.7,52.6,45.6,76.5,0.047,100,4.17,rain,0,0,32.2,15.7,326.5,1017.4,62.2,6.1,109.4,9.3,4,,2020-03-10T06:09:30,2020-03-10T17:59:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
